gene_id,symbol,gene_name,log2_fold_change,logCPM,LR,PValue,FDR,entrezgene_id
ENSCAFG00845012776,SRSF6,serine and arginine rich splicing factor 6 [Source:HGNC Symbol;Acc:HGNC:10788],1.832189711,9.071110145,207.0967858,5.91E-47,1.22E-44,403667
ENSCAFG00845013518,STMN1,,2.858388457,9.900003099,204.7376292,1.93E-46,3.87E-44,478175
ENSCAFG00845003611,MRPS11,mitochondrial ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:14050],2.93756729,5.931117548,204.1028221,2.66E-46,5.25E-44,488727
ENSCAFG00845031034,PRAF2,PRA1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28911],3.11242525,7.304069496,203.3252555,3.93E-46,7.64E-44,480912
ENSCAFG00845001785,CD53,CD53 molecule [Source:HGNC Symbol;Acc:HGNC:1686],2.158535678,10.18846163,202.5705405,5.74E-46,1.10E-43,100855953
ENSCAFG00845025328,YBX3,Y-box binding protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:403728],3.154718782,8.198342084,201.9971189,7.66E-46,1.45E-43,403728
ENSCAFG00845012760,GBA,glucosylceramidase beta [Source:HGNC Symbol;Acc:HGNC:4177],2.458044768,7.055213032,201.6318372,9.20E-46,1.71E-43,612206
ENSCAFG00845022781,SNRPD3,small nuclear ribonucleoprotein D3 polypeptide [Source:HGNC Symbol;Acc:HGNC:11160],2.393285798,7.119008423,199.6761031,2.46E-45,4.45E-43,607772
ENSCAFG00845024647,TP53,tumor protein p53 [Source:NCBI gene (formerly Entrezgene);Acc:403869],2.344473772,7.704739164,198.4203388,4.62E-45,8.19E-43,403869
ENSCAFG00845026337,COQ10B,coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819],2.193585938,7.673973303,198.4096191,4.64E-45,8.19E-43,478853
ENSCAFG00845025852,VMP1,vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559],2.811896847,9.760702896,197.9562466,5.83E-45,1.02E-42,119881609
ENSCAFG00845018577,ENSA,endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360],2.205807015,8.337087649,197.7719616,6.40E-45,1.10E-42,475837
ENSCAFG00845006874,CD74,CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697],2.673432327,13.48480868,197.061286,9.14E-45,1.55E-42,479329
ENSCAFG00845021252,PSMC3,,2.433606948,7.275147243,196.3494622,1.31E-44,2.19E-42,475980
ENSCAFG00845013733,GNAS,GNAS complex locus [Source:NCBI gene (formerly Entrezgene);Acc:403943],2.11191336,8.334225805,195.4977728,2.01E-44,3.32E-42,403943
ENSCAFG00845021145,TUBA1B,tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809],2.742010239,10.8901407,194.7296822,2.95E-44,4.82E-42,119866377
ENSCAFG00845003100,TARDBP,TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571],1.816277689,7.393956917,193.2403684,6.24E-44,1.01E-41,478234
ENSCAFG00845019420,INO80B,INO80 complex subunit B [Source:HGNC Symbol;Acc:HGNC:13324],2.423241203,5.976015585,192.3911432,9.56E-44,1.52E-41,483105
ENSCAFG00845029014,EIF1AX,eukaryotic translation initiation factor 1A X-linked [Source:HGNC Symbol;Acc:HGNC:3250],2.007800701,6.522812195,192.3760717,9.63E-44,1.52E-41,119868387
ENSCAFG00845010312,ALDH7A1,aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877],3.579194365,6.393463222,190.3052664,2.73E-43,4.24E-41,481486
ENSCAFG00845024769,RPL18A,,2.48175097,11.32330602,188.8580995,5.64E-43,8.68E-41,476672
ENSCAFG00845010419,MRPS18A,mitochondrial ribosomal protein S18A [Source:HGNC Symbol;Acc:HGNC:14515],2.415897569,5.426873717,188.2178702,7.79E-43,1.18E-40,474917
ENSCAFG00845018394,MRPL44,mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:HGNC:16650],2.664638651,6.592951707,187.9615892,8.86E-43,1.33E-40,100855653
ENSCAFG00845016589,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700],2.67065128,6.71460046,186.5086536,1.84E-42,2.73E-40,478639
ENSCAFG00845021007,ARHGDIB,Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679],2.265067888,9.880876485,185.6109108,2.89E-42,4.24E-40,486666
ENSCAFG00845029833,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11 [Source:HGNC Symbol;Acc:HGNC:20372],2.638476116,6.874075033,185.023413,3.88E-42,5.64E-40,480894
ENSCAFG00845011382,POLR3GL,RNA polymerase III subunit GL [Source:HGNC Symbol;Acc:HGNC:28466],2.693547767,5.661225825,183.3020023,9.21E-42,1.31E-39,608346
ENSCAFG00845030809,COX8A,cytochrome c oxidase subunit VIIIA (ubiquitous) [Source:NCBI gene (formerly Entrezgene);Acc:476040],2.27319197,8.296459266,183.159284,9.90E-42,1.39E-39,476041
ENSCAFG00845005495,,,2.244818393,10.01788082,182.3522826,1.49E-41,2.07E-39,480438
ENSCAFG00845020365,CTDNEP1,CTD nuclear envelope phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19085],2.08318105,7.599878397,181.4047172,2.39E-41,3.30E-39,607484
ENSCAFG00845023459,OAZ2,ornithine decarboxylase antizyme 2 [Source:NCBI gene (formerly Entrezgene);Acc:478343],2.435436003,7.258697161,181.3086079,2.51E-41,3.42E-39,478343
ENSCAFG00845012267,ZNF207,zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998],2.148455227,8.056329748,180.9178782,3.06E-41,4.12E-39,119881612
ENSCAFG00845023892,,,2.394413896,6.298159906,180.1432621,4.51E-41,6.03E-39,487870
ENSCAFG00845022451,PSMD4,"proteasome 26S subunit ubiquitin receptor, non-ATPase 4 [Source:NCBI gene (formerly Entrezgene);Acc:100192385]",2.326294373,7.61956011,179.5904333,5.95E-41,7.88E-39,100192385
ENSCAFG00845024912,CRIP1,cysteine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2360],2.892907407,11.00558491,177.5576278,1.65E-40,2.17E-38,612713
ENSCAFG00845004436,HSPB1,heat shock protein family B (small) member 1 [Source:NCBI gene (formerly Entrezgene);Acc:403979],3.488995507,7.004811356,177.5385822,1.67E-40,2.17E-38,403979
ENSCAFG00845017467,DLA-DRA,MHC class II DR alpha chain [Source:NCBI gene (formerly Entrezgene);Acc:481731],2.597514622,12.79615394,176.4915196,2.83E-40,3.63E-38,481731
ENSCAFG00845021451,SRSF7,,1.89959642,7.300882537,175.7503793,4.11E-40,5.22E-38,475730
ENSCAFG00845003640,#N/A,#N/A,2.740456601,5.174300477,175.5291998,4.59E-40,5.78E-38,#N/A
ENSCAFG00845003823,CWF19L2,CWF19 like cell cycle control factor 2 [Source:HGNC Symbol;Acc:HGNC:26508],2.438937352,5.991193917,175.4887339,4.68E-40,5.84E-38,479454
ENSCAFG00845007765,SEC61B,SEC61 translocon subunit beta [Source:NCBI gene (formerly Entrezgene);Acc:404018],3.096780715,8.406753156,175.1792236,5.47E-40,6.76E-38,404018
ENSCAFG00845001816,CHTOP,chromatin target of PRMT1 [Source:HGNC Symbol;Acc:HGNC:24511],1.79457994,8.255011617,175.0649328,5.79E-40,7.10E-38,480140
ENSCAFG00845017208,SRSF1,serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780],1.87573867,8.292849013,174.9605383,6.11E-40,7.41E-38,609693
ENSCAFG00845013998,CWC25,CWC25 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:25989],2.144755141,6.354895694,174.6544742,7.12E-40,8.57E-38,480536
ENSCAFG00845007701,SLIRP,,3.034338173,5.503621103,174.424796,7.99E-40,9.53E-38,490810
ENSCAFG00845004479,UBE2K,ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914],1.809840817,6.810423761,173.3216805,1.39E-39,1.64E-37,609531
ENSCAFG00845012384,OAZ1,ornithine decarboxylase antizyme 1 [Source:NCBI gene (formerly Entrezgene);Acc:476749],2.192857356,11.66584707,173.0484136,1.60E-39,1.85E-37,476749
ENSCAFG00845012400,RBM14,RNA binding motif protein 14 [Source:HGNC Symbol;Acc:HGNC:14219],1.839249472,8.37953785,172.6748246,1.93E-39,2.22E-37,610648
ENSCAFG00845026138,PEDS1,plasmanylethanolamine desaturase 1 [Source:HGNC Symbol;Acc:HGNC:16735],2.11226404,6.322985901,172.2483333,2.39E-39,2.72E-37,611401
ENSCAFG00845004317,#N/A,#N/A,3.012586176,4.123310437,171.9705843,2.75E-39,3.11E-37,#N/A
ENSCAFG00845027282,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923],2.623887809,8.099718228,171.6882611,3.17E-39,3.55E-37,478944
ENSCAFG00845007665,MRPL2,mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:HGNC:14056],2.800000071,5.603548754,170.851007,4.82E-39,5.36E-37,474908
ENSCAFG00845002182,DMAC2,,1.950168289,5.365528778,170.7006246,5.20E-39,5.73E-37,484486
ENSCAFG00845016992,DUSP11,dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066],1.782669466,6.531506926,170.461476,5.87E-39,6.41E-37,483110
ENSCAFG00845023315,IRF3,interferon regulatory factor 3 [Source:HGNC Symbol;Acc:HGNC:6118],1.906993498,8.141183646,169.5988635,9.05E-39,9.76E-37,476412
ENSCAFG00845030562,TRMT112,tRNA methyltransferase activator subunit 11-2 [Source:HGNC Symbol;Acc:HGNC:26940],2.658184933,5.556482845,169.594551,9.07E-39,9.76E-37,476033
ENSCAFG00845021819,SLC25A6,solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992],1.75872636,10.87330896,168.6276019,1.48E-38,1.57E-36,480830
ENSCAFG00845010054,CCDC28A,coiled-coil domain containing 28A [Source:HGNC Symbol;Acc:HGNC:21098],2.046988961,5.857478715,168.1539771,1.87E-38,1.98E-36,476220
ENSCAFG00845002628,,,2.280985083,7.967777905,166.5929374,4.11E-38,4.31E-36,100686872
ENSCAFG00845027706,PEBP1,phosphatidylethanolamine binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:477501],2.153072875,8.060320831,165.8013362,6.11E-38,6.35E-36,477501
ENSCAFG00845030599,,,2.504480813,9.491043959,165.7910453,6.14E-38,6.35E-36,610457
ENSCAFG00845022243,PPP1R7,protein phosphatase 1 regulatory subunit 7 [Source:HGNC Symbol;Acc:HGNC:9295],1.986221195,6.280319468,165.4758018,7.20E-38,7.38E-36,100855698
ENSCAFG00845009201,#N/A,#N/A,3.583586672,7.759052348,165.1667951,8.41E-38,8.56E-36,#N/A
ENSCAFG00845001404,PSENEN,"presenilin enhancer, gamma-secretase subunit [Source:NCBI gene (formerly Entrezgene);Acc:476479]",2.166595359,6.571651194,165.0053524,9.12E-38,9.21E-36,476479
ENSCAFG00845020536,SLC39A7,solute carrier family 39 member 7 [Source:VGNC Symbol;Acc:VGNC:46406],1.633310357,7.646867468,164.9078613,9.58E-38,9.60E-36,481736
ENSCAFG00845014325,CD2BP2,,1.948429465,7.420123836,164.6754781,1.08E-37,1.07E-35,489937
ENSCAFG00845004690,PAF1,"PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]",2.002639718,6.764476011,164.142706,1.41E-37,1.39E-35,476464
ENSCAFG00845004578,PSME1,,2.30404766,7.902133737,163.8414098,1.64E-37,1.61E-35,480256
ENSCAFG00845012085,HMGN2,high mobility group nucleosomal binding domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:403686],1.903562499,8.97614207,163.7237697,1.74E-37,1.69E-35,403686
ENSCAFG00845016418,SRSF2,serine and arginine rich splicing factor 2 [Source:HGNC Symbol;Acc:HGNC:10783],1.759327604,8.841455785,162.8087246,2.75E-37,2.64E-35,100856058
ENSCAFG00845021139,RAB1A,"RAB1A, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:403774]",1.928369166,8.304212157,162.1843436,3.77E-37,3.59E-35,403774
ENSCAFG00845018536,DLA-DMB,"major histocompatibility complex, class II, DM beta [Source:NCBI gene (formerly Entrezgene);Acc:607827]",2.967164796,9.74990716,161.2958322,5.90E-37,5.57E-35,607827
ENSCAFG00845014671,UBXN6,UBX domain protein 6 [Source:HGNC Symbol;Acc:HGNC:14928],1.905596151,7.860262315,160.8126655,7.52E-37,7.05E-35,485037
ENSCAFG00845010894,,,2.670669008,9.64176936,160.731784,7.83E-37,7.30E-35,611606
ENSCAFG00845020453,RPS27L,ribosomal protein S27 like [Source:HGNC Symbol;Acc:HGNC:18476],2.10828309,7.743325531,160.3637343,9.42E-37,8.72E-35,610569
ENSCAFG00845010340,MAD2L1BP,MAD2L1 binding protein [Source:HGNC Symbol;Acc:HGNC:21059],2.410422668,5.408480074,160.3406175,9.53E-37,8.76E-35,474916
ENSCAFG00845022102,RBM12,copine 1 [Source:NCBI gene (formerly Entrezgene);Acc:477213],1.46156895,8.675979163,160.3105158,9.68E-37,8.83E-35,477213
ENSCAFG00845003544,TAF13,TATA-box binding protein associated factor 13 [Source:NCBI gene (formerly Entrezgene);Acc:100688743],2.039164219,6.395690428,160.0713954,1.09E-36,9.83E-35,490126
ENSCAFG00845006500,SIRT6,sirtuin 6 [Source:HGNC Symbol;Acc:HGNC:14934],2.012222638,5.183412011,160.0708006,1.09E-36,9.83E-35,485045
ENSCAFG00845010713,CYCS,"cytochrome c, somatic [Source:NCBI gene (formerly Entrezgene);Acc:475258]",2.355736681,7.788831508,160.0313673,1.11E-36,9.96E-35,475258
ENSCAFG00845021939,TNFAIP8L2,TNF alpha induced protein 8 like 2 [Source:HGNC Symbol;Acc:HGNC:26277],2.314385781,6.153476648,158.8616609,2.01E-36,1.77E-34,483192
ENSCAFG00845023788,GALK1,galactokinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:403694],2.366116809,12.25732437,158.4977341,2.41E-36,2.11E-34,475916
ENSCAFG00845024494,DCTN3,dynactin subunit 3 [Source:HGNC Symbol;Acc:HGNC:2713],1.993509861,6.54148111,158.4488591,2.47E-36,2.15E-34,474750
ENSCAFG00845015604,DNASE2,"deoxyribonuclease 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:2960]",1.932173766,6.686364386,157.9656485,3.15E-36,2.69E-34,476697
ENSCAFG00845005256,CALM3,calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445],2.217183392,10.25616472,156.9610346,5.22E-36,4.43E-34,474584
ENSCAFG00845023564,MORF4L2,mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849],2.185991452,7.007061377,156.9113675,5.35E-36,4.51E-34,481001
ENSCAFG00845016254,LY86,,3.398741566,8.08175848,156.6521262,6.10E-36,5.11E-34,478712
ENSCAFG00845025500,#N/A,#N/A,2.072542135,9.53702643,156.3087073,7.25E-36,5.99E-34,#N/A
ENSCAFG00845011910,FDPS,farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631],1.999077146,7.128164032,156.195707,7.67E-36,6.30E-34,480129
ENSCAFG00845006744,,,2.756331034,5.514469266,155.5362758,1.07E-35,8.73E-34,607055
ENSCAFG00845020751,PSMC5,"proteasome 26S subunit, ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9552]",1.737316583,7.295444036,155.3018281,1.20E-35,9.76E-34,480478
ENSCAFG00845011022,CCM2,CCM2 scaffold protein [Source:HGNC Symbol;Acc:HGNC:21708],2.116546099,7.188424464,154.901037,1.47E-35,1.19E-33,100856167
ENSCAFG00845016276,TRIR,telomerase RNA component interacting RNase [Source:HGNC Symbol;Acc:HGNC:28424],2.107235632,8.527801192,154.5407601,1.76E-35,1.41E-33,476700
ENSCAFG00845011824,RPL27A,ribosomal protein L27a [Source:NCBI gene (formerly Entrezgene);Acc:611398],2.099643065,10.58558365,154.4697683,1.83E-35,1.46E-33,611398
ENSCAFG00845022269,COX5B,cytochrome c oxidase subunit 5B [Source:NCBI gene (formerly Entrezgene);Acc:474567],2.600062024,8.202623202,154.3219073,1.97E-35,1.56E-33,474567
ENSCAFG00845009475,MRPL33,mitochondrial ribosomal protein L33 [Source:NCBI gene (formerly Entrezgene);Acc:611180],1.801218991,5.882119756,153.5797995,2.86E-35,2.25E-33,475709
ENSCAFG00845024283,BCAS2,BCAS2 pre-mRNA processing factor [Source:HGNC Symbol;Acc:HGNC:975],2.180386933,6.14033252,153.0389055,3.76E-35,2.92E-33,475805
ENSCAFG00845017494,FRG1,,2.034953846,5.42945345,152.6158696,4.65E-35,3.60E-33,100856082
ENSCAFG00845014332,SART1,"spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP [Source:HGNC Symbol;Acc:HGNC:10538]",1.801979764,7.325915794,152.2134357,5.69E-35,4.38E-33,483721
ENSCAFG00845027422,TEX30,,2.568821289,4.606147159,151.864535,6.78E-35,5.19E-33,100855909
ENSCAFG00845029617,RAN,"RAN, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:100499482]",2.008707372,8.785376154,151.7088023,7.34E-35,5.58E-33,100499482
ENSCAFG00845019636,GLA,galactosidase alpha [Source:HGNC Symbol;Acc:HGNC:4296],2.500484799,5.720143023,151.5440582,7.97E-35,6.03E-33,119868482
ENSCAFG00845022136,VPS72,vacuolar protein sorting 72 homolog [Source:HGNC Symbol;Acc:HGNC:11644],1.777855041,6.737226006,151.44581,8.37E-35,6.30E-33,475843
