gene_id,symbol,gene_name,log2_fold_change,logCPM,LR,PValue,FDR,entrezgene_id
ENSCAFG00845007809,ALDOC,"aldolase, fructose-bisphosphate C [Source:NCBI gene (formerly Entrezgene);Acc:480622]",3.267795054,6.118202627,289.6270501,6.00E-65,2.27E-62,480622
ENSCAFG00845009430,YIPF3,Yip1 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:21023],2.382825313,7.657538278,281.4915532,3.55E-63,1.31E-60,481817
ENSCAFG00845006499,MYL6,myosin light chain 6B [Source:HGNC Symbol;Acc:HGNC:29823],3.291770049,11.31948511,280.0087112,7.48E-63,2.67E-60,607030
ENSCAFG00845025328,YBX3,Y-box binding protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:403728],3.823096528,8.198342084,278.8215323,1.36E-62,4.72E-60,403728
ENSCAFG00845005256,CALM3,calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445],3.117170584,10.25616472,278.7498525,1.41E-62,4.77E-60,474584
ENSCAFG00845019400,COPE,COPI coat complex subunit epsilon [Source:HGNC Symbol;Acc:HGNC:2234],2.860820333,8.293158848,277.7145497,2.36E-62,7.82E-60,476663
ENSCAFG00845025797,PHB2,prohibitin 2 [Source:HGNC Symbol;Acc:HGNC:30306],2.402939676,7.873602748,272.6684243,2.97E-61,9.60E-59,486716
ENSCAFG00845016589,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700],3.371271604,6.71460046,272.3827446,3.43E-61,1.08E-58,478639
ENSCAFG00845004386,UBB,ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463],2.307145419,10.5155741,271.5528613,5.21E-61,1.60E-58,479513
ENSCAFG00845018065,CFL1,,2.322653807,11.44438124,271.3540813,5.75E-61,1.73E-58,476022
ENSCAFG00845014671,UBXN6,UBX domain protein 6 [Source:HGNC Symbol;Acc:HGNC:14928],2.556410826,7.860262315,267.5929566,3.80E-60,1.12E-57,485037
ENSCAFG00845027706,PEBP1,phosphatidylethanolamine binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:477501],2.844556548,8.060320831,265.6319456,1.02E-59,2.92E-57,477501
ENSCAFG00845026489,#N/A,#N/A,3.144057343,8.099410508,263.8751924,2.45E-59,6.91E-57,#N/A
ENSCAFG00845026325,C27H12orf57,chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:29521],3.311279532,9.407336291,263.7558621,2.61E-59,7.18E-57,119866431
ENSCAFG00845022781,SNRPD3,small nuclear ribonucleoprotein D3 polypeptide [Source:HGNC Symbol;Acc:HGNC:11160],2.894239913,7.119008423,263.3860535,3.14E-59,8.47E-57,607772
ENSCAFG00845029848,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698],3.181267119,6.005304379,259.1978718,2.57E-58,6.79E-56,100855975
ENSCAFG00845023459,OAZ2,ornithine decarboxylase antizyme 2 [Source:NCBI gene (formerly Entrezgene);Acc:478343],3.030534905,7.258697161,258.983906,2.86E-58,7.41E-56,478343
ENSCAFG00845027222,SELENOK,selenoprotein K [Source:NCBI gene (formerly Entrezgene);Acc:476586],2.933621911,7.089091439,257.0762835,7.44E-58,1.89E-55,476586
ENSCAFG00845026337,COQ10B,coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819],2.631940609,7.673973303,256.9356701,7.99E-58,1.99E-55,478853
ENSCAFG00845013518,STMN1,,3.279261355,9.900003099,252.6996696,6.70E-57,1.64E-54,478175
ENSCAFG00845026764,TRAPPC1,trafficking protein particle complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19894],2.689306241,7.020346663,245.7424926,2.20E-55,5.29E-53,479490
ENSCAFG00845000991,RPS25,ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:10413],2.727907169,10.76632573,245.0728052,3.08E-55,7.28E-53,479412
ENSCAFG00845022043,CUTA,cutA divalent cation tolerance homolog [Source:HGNC Symbol;Acc:HGNC:21101],3.604922895,6.445758163,244.4716734,4.17E-55,9.67E-53,474874
ENSCAFG00845002092,ETV2,RNA binding motif protein 42 [Source:HGNC Symbol;Acc:HGNC:28117],2.428360052,7.837786893,243.1343854,8.15E-55,1.84E-52,612999
ENSCAFG00845000439,RUVBL2,RuvB like AAA ATPase 2 [Source:HGNC Symbol;Acc:HGNC:10475],2.731419154,6.341162649,243.1164842,8.23E-55,1.84E-52,476418
ENSCAFG00845008628,UBXN1,UBX domain protein 1 [Source:HGNC Symbol;Acc:HGNC:18402],2.685005833,8.052387516,241.0497053,2.32E-54,5.12E-52,476055
ENSCAFG00845021145,TUBA1B,tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809],3.130002327,10.8901407,238.7824773,7.25E-54,1.57E-51,119866377
ENSCAFG00845001785,CD53,CD53 molecule [Source:HGNC Symbol;Acc:HGNC:1686],2.426220306,10.18846163,238.0234776,1.06E-53,2.26E-51,100855953
ENSCAFG00845001263,HSPBP1,HSPA (Hsp70) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24989],3.111345075,5.547983888,237.3225661,1.51E-53,3.17E-51,476381
ENSCAFG00845030809,COX8A,cytochrome c oxidase subunit VIIIA (ubiquitous) [Source:NCBI gene (formerly Entrezgene);Acc:476040],2.69446643,8.296459266,235.4887626,3.79E-53,7.83E-51,476041
ENSCAFG00845009045,ARPC4,actin related protein 2/3 complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:707],2.645668508,10.26782424,235.352058,4.06E-53,8.26E-51,106560075
ENSCAFG00845030234,CD48,,2.423651833,9.429183234,234.2016007,7.23E-53,1.45E-50,488642
ENSCAFG00845011824,RPL27A,ribosomal protein L27a [Source:NCBI gene (formerly Entrezgene);Acc:611398],2.713405491,10.58558365,234.1444589,7.44E-53,1.47E-50,611398
ENSCAFG00845003611,MRPS11,mitochondrial ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:14050],3.303872244,5.931117548,233.9845317,8.06E-53,1.57E-50,488727
ENSCAFG00845020453,RPS27L,ribosomal protein S27 like [Source:HGNC Symbol;Acc:HGNC:18476],2.690168088,7.743325531,233.371946,1.10E-52,2.10E-50,610569
ENSCAFG00845007765,SEC61B,SEC61 translocon subunit beta [Source:NCBI gene (formerly Entrezgene);Acc:404018],3.693668457,8.406753156,231.7708336,2.45E-52,4.63E-50,404018
ENSCAFG00845002628,,,2.792643718,7.967777905,230.7228736,4.15E-52,7.73E-50,100686872
ENSCAFG00845028855,LY96,lymphocyte antigen 96 [Source:HGNC Symbol;Acc:HGNC:17156],3.320674765,7.481284205,230.5438235,4.54E-52,8.34E-50,610524
ENSCAFG00845012776,SRSF6,serine and arginine rich splicing factor 6 [Source:HGNC Symbol;Acc:HGNC:10788],2.027675874,9.071110145,229.1044298,9.35E-52,1.69E-49,403667
ENSCAFG00845020393,SUPT4H1,"SPT4 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11467]",2.767304238,7.9371648,228.5252972,1.25E-51,2.24E-49,609757
ENSCAFG00845022269,COX5B,cytochrome c oxidase subunit 5B [Source:NCBI gene (formerly Entrezgene);Acc:474567],3.317407592,8.202623202,227.28767,2.33E-51,4.11E-49,474567
ENSCAFG00845016276,TRIR,telomerase RNA component interacting RNase [Source:HGNC Symbol;Acc:HGNC:28424],2.67551348,8.527801192,226.5333874,3.40E-51,5.92E-49,476700
ENSCAFG00845019430,GTF2E1,general transcription factor IIE subunit 1 [Source:HGNC Symbol;Acc:HGNC:4650],2.463487112,5.26392542,225.4974743,5.72E-51,9.83E-49,488002
ENSCAFG00845013733,GNAS,GNAS complex locus [Source:NCBI gene (formerly Entrezgene);Acc:403943],2.391817059,8.334225805,224.9441152,7.55E-51,1.28E-48,403943
ENSCAFG00845011260,RBM8A,RNA binding motif protein 8A [Source:HGNC Symbol;Acc:HGNC:9905],2.089793883,7.391705669,224.8353585,7.97E-51,1.34E-48,475827
ENSCAFG00845022136,VPS72,vacuolar protein sorting 72 homolog [Source:HGNC Symbol;Acc:HGNC:11644],2.275400432,6.737226006,224.8011963,8.11E-51,1.34E-48,475843
ENSCAFG00845030599,,,3.00156456,9.491043959,224.1867203,1.10E-50,1.80E-48,610457
ENSCAFG00845022725,SOD1,superoxide dismutase 1 [Source:NCBI gene (formerly Entrezgene);Acc:403559],2.666871895,7.565287379,222.1934409,3.01E-50,4.85E-48,403559
ENSCAFG00845012384,OAZ1,ornithine decarboxylase antizyme 1 [Source:NCBI gene (formerly Entrezgene);Acc:476749],2.581484608,11.66584707,221.742724,3.77E-50,6.01E-48,476749
ENSCAFG00845024246,UROD,uroporphyrinogen decarboxylase [Source:HGNC Symbol;Acc:HGNC:12591],3.175324042,6.20560516,221.2599767,4.80E-50,7.57E-48,475378
ENSCAFG00845016992,DUSP11,dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066],2.142653126,6.531506926,220.4090931,7.36E-50,1.15E-47,483110
ENSCAFG00845010419,MRPS18A,mitochondrial ribosomal protein S18A [Source:HGNC Symbol;Acc:HGNC:14515],2.752970374,5.426873717,219.3247023,1.27E-49,1.95E-47,474917
ENSCAFG00845014235,TSPO,translocator protein [Source:HGNC Symbol;Acc:HGNC:1158],2.793936771,8.05952419,218.8649252,1.60E-49,2.43E-47,474475
ENSCAFG00845024647,TP53,tumor protein p53 [Source:NCBI gene (formerly Entrezgene);Acc:403869],2.587649058,7.704739164,218.7133546,1.73E-49,2.59E-47,403869
ENSCAFG00845003823,CWF19L2,CWF19 like cell cycle control factor 2 [Source:HGNC Symbol;Acc:HGNC:26508],2.834692408,5.991193917,217.6649965,2.92E-49,4.34E-47,479454
ENSCAFG00845011027,EIF3E,eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277],2.353257756,8.803177799,217.1574109,3.77E-49,5.54E-47,475070
ENSCAFG00845018394,MRPL44,mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:HGNC:16650],2.969253274,6.592951707,216.9154991,4.26E-49,6.19E-47,100855653
ENSCAFG00845020776,HDAC2,histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853],2.14553551,7.294927639,216.2344873,5.99E-49,8.62E-47,475035
ENSCAFG00845009822,AIP,aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358],2.42391414,6.838739938,215.9426379,6.94E-49,9.87E-47,610467
ENSCAFG00845007374,AHSA1,activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189],2.310662413,7.645942133,215.4065397,9.09E-49,1.28E-46,480402
ENSCAFG00845002205,RPS29,,3.485841063,10.63490611,215.1480384,1.03E-48,1.44E-46,610596
ENSCAFG00845018527,RUVBL1,RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474],2.91331081,7.263381889,215.0822627,1.07E-48,1.47E-46,476512
ENSCAFG00845003288,NBL1,,2.553379722,6.547931592,214.6950749,1.30E-48,1.77E-46,612968
ENSCAFG00845023767,GABARAPL2,GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291],2.110079388,7.284029261,212.9950329,3.05E-48,4.12E-46,479646
ENSCAFG00845006500,SIRT6,sirtuin 6 [Source:HGNC Symbol;Acc:HGNC:14934],2.48096754,5.183412011,211.8816313,5.34E-48,7.13E-46,485045
ENSCAFG00845002358,CFAP20,cilia and flagella associated protein 20 [Source:HGNC Symbol;Acc:HGNC:29523],2.5917322,5.786993028,210.6517098,9.90E-48,1.31E-45,487256
ENSCAFG00845021252,PSMC3,,2.653166765,7.275147243,210.3995676,1.12E-47,1.47E-45,475980
ENSCAFG00845028078,RPL7,ribosomal protein L7 [Source:NCBI gene (formerly Entrezgene);Acc:477912],2.387482115,10.81501092,209.7522208,1.56E-47,2.02E-45,477912
ENSCAFG00845013707,TPRA1,transmembrane protein adipocyte associated 1 [Source:HGNC Symbol;Acc:HGNC:30413],2.552039846,8.059452054,208.8386995,2.46E-47,3.16E-45,484621
ENSCAFG00845003578,PSME3IP1,proteasome activator subunit 3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29856],2.203016234,6.597014389,208.2804115,3.26E-47,4.15E-45,478114
ENSCAFG00845003640,#N/A,#N/A,3.11043694,5.174300477,208.2515136,3.31E-47,4.17E-45,#N/A
ENSCAFG00845001816,CHTOP,chromatin target of PRMT1 [Source:HGNC Symbol;Acc:HGNC:24511],2.051488546,8.255011617,203.5191026,3.56E-46,4.41E-44,480140
ENSCAFG00845004651,RPS16,ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:10396],2.638455031,10.6674888,203.4849179,3.63E-46,4.44E-44,476463
ENSCAFG00845012085,HMGN2,high mobility group nucleosomal binding domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:403686],2.214892941,8.97614207,203.0607946,4.49E-46,5.40E-44,403686
ENSCAFG00845005198,EDF1,,2.058658218,7.608296925,202.6827897,5.43E-46,6.47E-44,480674
ENSCAFG00845021819,SLC25A6,solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992],2.015421755,10.87330896,201.8230583,8.36E-46,9.85E-44,480830
ENSCAFG00845020365,CTDNEP1,CTD nuclear envelope phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19085],2.323410848,7.599878397,201.8094662,8.41E-46,9.85E-44,607484
ENSCAFG00845016932,RPS21,ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409],3.547408009,10.77459757,200.7510629,1.43E-45,1.66E-43,485959
ENSCAFG00845027786,TAF11,TATA-box binding protein associated factor 11 [Source:HGNC Symbol;Acc:HGNC:11544],2.279805388,5.974769912,200.121265,1.97E-45,2.26E-43,474881
ENSCAFG00845021465,TMEM69,,2.903215517,4.763619971,199.8459319,2.26E-45,2.57E-43,100684315
ENSCAFG00845014225,BANF1,,2.793578926,7.710018502,199.7830277,2.33E-45,2.63E-43,611961
ENSCAFG00845029098,TRUB2,TruB pseudouridine synthase family member 2 [Source:HGNC Symbol;Acc:HGNC:17170],2.120441699,6.199600626,198.7486923,3.92E-45,4.39E-43,608574
ENSCAFG00845022451,PSMD4,"proteasome 26S subunit ubiquitin receptor, non-ATPase 4 [Source:NCBI gene (formerly Entrezgene);Acc:100192385]",2.536189031,7.61956011,198.4754978,4.49E-45,4.99E-43,100192385
ENSCAFG00845012618,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7 [Source:HGNC Symbol;Acc:HGNC:7714],2.232893983,6.531006089,198.297374,4.91E-45,5.42E-43,476754
ENSCAFG00845010054,CCDC28A,coiled-coil domain containing 28A [Source:HGNC Symbol;Acc:HGNC:21098],2.359509063,5.857478715,197.7316089,6.53E-45,7.14E-43,476220
ENSCAFG00845011382,POLR3GL,RNA polymerase III subunit GL [Source:HGNC Symbol;Acc:HGNC:28466],2.922791848,5.661225825,197.5587362,7.12E-45,7.72E-43,608346
ENSCAFG00845000407,,,2.042759275,7.52389931,197.0364703,9.26E-45,9.96E-43,610745
ENSCAFG00845003893,ATP6V0C,ATPase H+ transporting V0 subunit c [Source:HGNC Symbol;Acc:HGNC:855],2.40211597,6.747021213,195.031474,2.54E-44,2.71E-42,479877
ENSCAFG00845022544,LSM4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:NCBI gene (formerly Entrezgene);Acc:609922]",2.468330008,6.5239637,194.7284404,2.95E-44,3.13E-42,609922
ENSCAFG00845028079,TRAPPC5,trafficking protein particle complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:23067],2.36131572,6.744965662,194.2617296,3.73E-44,3.92E-42,484997
ENSCAFG00845006496,,,2.198343241,10.13014598,194.2343545,3.79E-44,3.94E-42,475991
ENSCAFG00845020536,SLC39A7,solute carrier family 39 member 7 [Source:VGNC Symbol;Acc:VGNC:46406],1.865579795,7.646867468,193.8237715,4.65E-44,4.81E-42,481736
ENSCAFG00845007729,CDC26,cell division cycle 26 [Source:HGNC Symbol;Acc:HGNC:17839],2.680816517,5.122124423,193.3268006,5.97E-44,6.08E-42,481679
ENSCAFG00845016341,NUP35,nucleoporin 35 [Source:HGNC Symbol;Acc:HGNC:29797],2.373254218,5.206215356,192.921464,7.32E-44,7.40E-42,478830
ENSCAFG00845019033,RBX1,ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928],2.404361235,7.350778437,192.4226109,9.41E-44,9.43E-42,474494
ENSCAFG00845010340,MAD2L1BP,MAD2L1 binding protein [Source:HGNC Symbol;Acc:HGNC:21059],2.75423896,5.408480074,192.2838659,1.01E-43,1.00E-41,474916
ENSCAFG00845023315,IRF3,interferon regulatory factor 3 [Source:HGNC Symbol;Acc:HGNC:6118],2.136056232,8.141183646,191.4719997,1.52E-43,1.50E-41,476412
ENSCAFG00845020005,RPS4X,ribosomal protein S4 X-linked [Source:NCBI gene (formerly Entrezgene);Acc:403893],2.407483878,11.2995336,191.1815402,1.76E-43,1.72E-41,403893
ENSCAFG00845009542,TRA2A,transformer 2 alpha homolog [Source:HGNC Symbol;Acc:HGNC:16645],1.8282147,7.986774899,190.843112,2.08E-43,2.02E-41,482358
ENSCAFG00845003592,RTRAF,,2.502521354,8.009856528,190.2809003,2.76E-43,2.67E-41,610819
ENSCAFG00845001738,,,2.898754017,9.022401536,190.1063081,3.01E-43,2.89E-41,479283
ENSCAFG00845028627,RPL10,,2.621206892,11.83619272,190.0746981,3.06E-43,2.91E-41,119868551
ENSCAFG00845030632,UXT,ubiquitously expressed prefoldin like chaperone [Source:HGNC Symbol;Acc:HGNC:12641],3.463163942,5.350431012,189.7440649,3.62E-43,3.42E-41,480900
ENSCAFG00845019420,INO80B,INO80 complex subunit B [Source:HGNC Symbol;Acc:HGNC:13324],2.548155516,5.976015585,189.5379351,4.01E-43,3.74E-41,483105
ENSCAFG00845013155,CHCHD2,coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21645],2.126326887,7.765510667,188.05735,8.44E-43,7.81E-41,479702
ENSCAFG00845009201,#N/A,#N/A,3.957731169,7.759052348,187.8776162,9.24E-43,8.49E-41,#N/A
ENSCAFG00845008876,TOMM7,,3.01058252,4.913926422,187.4629396,1.14E-42,1.04E-40,482351
ENSCAFG00845019800,ANP32A,acidic nuclear phosphoprotein 32 family member A [Source:NCBI gene (formerly Entrezgene);Acc:403534],1.854217854,8.161700777,186.9249016,1.49E-42,1.34E-40,403534
ENSCAFG00845012400,RBM14,RNA binding motif protein 14 [Source:HGNC Symbol;Acc:HGNC:14219],2.019439358,8.37953785,186.7357242,1.64E-42,1.46E-40,610648
ENSCAFG00845018536,DLA-DMB,"major histocompatibility complex, class II, DM beta [Source:NCBI gene (formerly Entrezgene);Acc:607827]",3.281168702,9.74990716,186.4627936,1.88E-42,1.66E-40,607827
ENSCAFG00845031034,PRAF2,PRA1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28911],3.090976991,7.304069496,186.1282251,2.23E-42,1.95E-40,480912
ENSCAFG00845030798,PORCN,,2.633836409,5.720542692,185.8114395,2.61E-42,2.27E-40,609430
ENSCAFG00845021139,RAB1A,"RAB1A, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:403774]",2.155500967,8.304212157,185.6934782,2.77E-42,2.39E-40,403774
ENSCAFG00845008299,CCR10,C-C motif chemokine receptor 10 [Source:HGNC Symbol;Acc:HGNC:4474],4.083813191,6.606203168,185.16049,3.62E-42,3.11E-40,607528
ENSCAFG00845012760,GBA,glucosylceramidase beta [Source:HGNC Symbol;Acc:HGNC:4177],2.462795478,7.055213032,185.12175,3.69E-42,3.15E-40,612206
ENSCAFG00845003501,,,2.217056337,11.26438279,184.9876113,3.95E-42,3.35E-40,607397
ENSCAFG00845001628,EMP3,,2.905544309,10.12610696,184.9497409,4.03E-42,3.39E-40,484408
ENSCAFG00845006874,CD74,CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697],2.673764763,13.48480868,184.543377,4.94E-42,4.13E-40,479329
ENSCAFG00845021413,ITGB7,integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162],2.086076128,10.17242092,184.1818064,5.92E-42,4.93E-40,477598
ENSCAFG00845029617,RAN,"RAN, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:100499482]",2.312583872,8.785376154,183.4296801,8.64E-42,7.10E-40,100499482
ENSCAFG00845019602,PRR13,proline rich 13 [Source:HGNC Symbol;Acc:HGNC:24528],2.557765765,8.50986099,183.07393,1.03E-41,8.44E-40,100688649
ENSCAFG00845024912,CRIP1,cysteine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2360],3.081707793,11.00558491,183.0597338,1.04E-41,8.45E-40,612713
ENSCAFG00845000796,CDC42,,1.805344118,9.442070445,182.5119368,1.37E-41,1.11E-39,119863888
ENSCAFG00845002253,NOP53,NOP53 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:4333],2.190485026,9.546096113,182.384386,1.46E-41,1.17E-39,476424
ENSCAFG00845021824,TECR,"trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:4551]",2.834453775,7.033484209,182.2005433,1.60E-41,1.28E-39,476687
ENSCAFG00845021451,SRSF7,,2.031330124,7.300882537,181.1768594,2.68E-41,2.12E-39,475730
ENSCAFG00845021118,ING1,inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062],2.250192191,6.507013421,180.7815885,3.27E-41,2.58E-39,476984
ENSCAFG00845009152,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1 [Source:HGNC Symbol;Acc:HGNC:7716],2.239952846,7.19968444,179.9054281,5.08E-41,3.98E-39,476004
ENSCAFG00845004317,#N/A,#N/A,3.257841475,4.123310437,179.8333468,5.27E-41,4.10E-39,#N/A
ENSCAFG00845025375,SSR4,signal sequence receptor subunit 4 [Source:NCBI gene (formerly Entrezgene);Acc:481082],2.55967627,8.72477002,179.7567592,5.48E-41,4.24E-39,481082
ENSCAFG00845002699,MRPL22,,2.480831975,6.025369127,178.8830694,8.50E-41,6.54E-39,479320
ENSCAFG00845006364,RPL10A,ribosomal protein L10a [Source:NCBI gene (formerly Entrezgene);Acc:474884],2.361834406,10.60669285,178.333794,1.12E-40,8.57E-39,474884
ENSCAFG00845025852,VMP1,vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559],2.788330959,9.760702896,178.235988,1.18E-40,8.92E-39,119881609
ENSCAFG00845029455,CLK1,CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068],2.528598085,7.229923687,178.2310088,1.18E-40,8.92E-39,478866
ENSCAFG00845030351,CASP7,caspase 7 [Source:HGNC Symbol;Acc:HGNC:1508],2.302573264,7.750676411,178.1263443,1.24E-40,9.34E-39,486896
